,text,label
81,Federal law requires residents to participate in the U.S. governments American Community Survey.,1
83,Nearly 40 percent of his McAllen-area constituents suffer from obesity.,1
84,"In altered photo, says Barack Obama wants more of Texans private data via health care.",1
87,Texas has the highest rate of uninsured in the nation. ... And there are more uninsured children in Texas than in any other state.,1
90,"In every poll, John Cornyn always loses to any conservative the voters have heard about.",0
91,The Earth is not warming.,0
93,"I have cut taxes 63 times, including a 2006 property tax reduction that ranks as the largest in state history.",0
94,"At present spending levels, only citizens of New York have a greater local debt burden than Texans.",1
96,Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,1
97,"During the last election, Democrats won over a million votes more than Republicans, but because of the way districts are designed, the Republicans got 33 more members of the House of Representatives than the Democrats did.",1
98,Macys sent a letter to Rick Perry urging him to veto equal pay bill.,1
99,All University of Texas student-athletes get an iPad.,0
0,Nearly 20% of our residents are born abroad.,1
1,"In reality, there have been no problems whatsoever with the Texas voter ID law.",0
2,"Medicare Part D was far more expensive than the Affordable Care Act and unlike the act, was never budgeted.",1
3,"Onion Creeks highest flow rate on a recent night of flooding was 120,000 cubic feet per second, which is nearly double the average flow rate of Niagara Falls.",0
4,I am the first Latina to run for governor of Texas.,0
5,A million people  could get health insurance right away if Texas expanded Medicaid under Obamacare.,1
7,The University of Texas is starting the first medical school at a major Tier One university in the last 50 years.,1
9,Texas Governor Rick Perrys voter ID law is a blatant effort to defeat Wendy Davis by disenfranchising tens of thousands of women voters.,0
10,78702 is the second-most gentrified ZIP code in the entire country.,0
11,$6 billion water bond program voters passed in 2011 has yet to be tapped.,1
12,Wendy Davis is threatening to raise taxes up to $35 billion.,0
13,Wendy Davis opposes any limits on abortion.,0
14,"40,000 veterans in Texas wont get health care because Perry rejected Obamacares Medicaid expansion.",1
15,"Neville Chamberlain told the British people: Accept the Nazis. Yes, they will dominate the continent of Europe, but that is not our problem. Lets appease them. Why? Because it cant be done. We cannot possibly stand against them.",0
17,The White House had a live video feed of the Benghazi attacks as they occurred.,0
18,A congressional laundry closed due to the partial government shutdown.,1
19,Louie Gohmert of Texas blamed the mass shooting at a movie theater in Colorado on the ongoing attacks on Judeo-Christian beliefs.,0
20,Louie Gohmert of Texas compared the current general-in-charge in Egypt to George Washington.,1
21,I am the only candidate for lieutenant governor to oppose in-state tuition for illegal immigrants.,0
22,"Every month, we get the reports from the Bureau of Labor Statistics that say even more people have given up looking for work.",0
25,"In 2010, the non-partisan Government Accountability Office found that only 6.5 percent of the U.S.-Mexico border was under full control of the Border Patrol.",1
26,Photo ID is not required for those who vote by mail.,1
27,Ive been reducing the number of Democratic Texas Senate committee chairs since I came in as lieutenant governor.,0
28,The U.S. Supreme Court decided in 1982 that non-citizen children must get free K-12 education.,1
29,"Thanks to (Rick) Perrys bad budgeting, the (Texas) highway department has to convert some modern paved state roads back to gravel.",0
30,Wendy Davis is the most popular politician in Texas.,0
31,One out of 10 minimum-wage workers in the U.S. live in Texas.,1
32,Ninety-five percent of all the wages in Texas are above minimum wage.,1
35,Soy ... el nico official estatal quin es un hombre de negocios.,0
36,Studies have shown that voter fraud is non-existent in Texas.,0
39,Says he would be first CPA to serve as Texas comptroller.,1
41,"About 40 percent of U.S. illegal immigrants came in on an airplane, with a legal visa, and just overstayed their visa and have never gone home.",1
42,A proposed San Antonio ordinance will allow men into womens restrooms in the city.,0
43,"Obamacare-caused paperwork will annually absorb 190 million hours or more--and Mount Rushmore could be built 1,547 times over with the paperwork.",0
45,"Says that unlike Texas, Missouri has a perfect AAA credit rating.",1
46,Says U.N. arms treaty will mandate a new international gun registry.,0
47,I am every year the No.1 pick of all of the law enforcement agencies within Texas.,0
48,Says he sued Obamas EPA seven times.,1
49,"According to a recent Congressional Budget Office report, under Obamacare, 7 million people will lose their employer-sponsored insurance.",0
50,60 percent of Texas 8th graders are not proficient in math. Only 26% have a teacher with a undergraduate major in math.,1
51,"According to the U.S. Census Bureau, 71.2 percent of Hispanic registered voters in Texas and over 86 percent of African American registered voters participated in the 2012 elections.",1
54,"Says the U.S. Postal Service has taken no taxpayer aid since 1971, funds operations entirely from the sale of stamps and related products and makes an operational profit year after year.",0
55,Says some Austin school district classrooms lack electrical outlets.,0
56,"Texas women make an average of $8,355 less per year than men doing the very same job.",0
57,Says Houston National Cemetery is preventing Christian prayers from being said at military funerals.,0
58,Says Greg Abbott converted over $1 million in federal grant money intended for use to prosecute online sexual predators and other cyber crimes and instead used it to harass and prosecute senior citizens who were assisting other senior citizens in applying for mail-in ballots.,0
